,<built-in function id>,areageo,identi,imageLink,title,year
0,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/19,Barcelona (Barcelonès),RFSACE.758,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=19&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Av. Victoria,1962-04-29
1,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/20,Montcada i Reixac (Vallès Occidental),RFSACE.1273,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=20&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,S.A. Bosuga,1962-08-19
2,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/21,Barcelona (Barcelonès),RFSACE.2051,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=21&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Empresa Nacional Calvo Sotelo,1962-11-15
3,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/22,Montcada i Reixac (Vallès Occidental),RFSACE.7728,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=22&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1511,Mas Rampinyo,1966-01-31
4,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/23,Martorell (Baix Llobregat),RFSACE.5757,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=23&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica Glucosa y Derivados,1964-11-11
5,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/24,Cambrils (Baix Camp),RFSACE.4388,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=24&action=2&DMSCALE=39&DMWIDTH=1495&DMHEIGHT=1506,Urbanitzacions (Rocamar) - fotoplà,1964-03-01
6,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/25,Sitges (Garraf),RFSACE.6089,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=25&action=2&DMSCALE=39&DMWIDTH=1486&DMHEIGHT=1506,Fotoplà,1965-02-11
7,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/26,Martorell (Baix Llobregat),RFSACE.6204,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=26&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmicas Glucosa y Derivados,1965-03-26
8,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/27,Tamariu (Baix Empordà),RFSACE.7418,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=27&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Tamariu: fotoplànol,1965-11-01
9,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/28,els Prats de Rei (Anoia),RFSACE.5490,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=28&action=2&DMSCALE=39&DMWIDTH=1332&DMHEIGHT=1513,Fotoplà,1964-09-19
10,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/29,Barcelona (Barcelonès),RFSACE.5377,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=29&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Polígon Besòs (PMV),1964-09-05
11,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/30,Barcelona (Barcelonès),RFSACE.3679,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=30&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1506,Edifici Ismael Castelló,1960-02-29
12,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/31,l'Hospitalet de Llobregat (Baix Llobregat),RFSACE.1318,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=31&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,"Cabañol Cavi, S.A.",1962-08-19
13,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/32,Pineda de Mar (Maresme),RFSACE.2745,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=32&action=2&DMSCALE=41&DMWIDTH=1319&DMHEIGHT=1454,Vertical finca,1963-05-02
14,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/33,Darnius (Alt Empordà),RFSACE.7558,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=33&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1513,Vertical terreny,1965-11-22
15,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/34,Castelldefels (Baix Llobregat),RFSACE.643,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=34&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Gasolinera Monitor,1961-07-09
16,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/35,Begur (Baix Empordà),RFSACE.3041,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=35&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Hotel Capsasal (Dr. Andreu),1963-05-14
17,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/36,Montcada i Reixac (Vallès Occidental),RFSACE.1015,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=36&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Cementos Asland,1962-07-08
18,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/37,Sant Joan Despí (Baix Llobregat),RFSACE.7879,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=37&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà,1966-03-06
19,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/38,Begur (Baix Empordà),RFSACE.4262,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=38&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1485,Fotoplà Ajuntament,1964-02-20
20,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/39,Martorell (Baix Llobregat),RFSACE.6998,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=39&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica Glucosa y Derivados,1965-09-07
21,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/40,Martorell (Baix Llobregat),RFSACE.5611,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=40&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Vertical,1964-10-02
22,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/41,Sant Adrià de Besòs (Barcelonès),RFSACE.4808,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=41&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Prudencio  Argudo,1964-05-17
23,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/42,Martorell (Baix Llobregat),RFSACE.6428,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=42&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Glucosa y Derivados,1965-05-01
24,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/43,Rubí (Vallès Occidental),RFSACE.5077,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=43&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Central Elèctrica,1964-08-02
25,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/44,Segur de Calafell (Baix Penedès),RFSACE.2410,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=44&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Segur: Urbanització,1962-12-18
26,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/45,Barcelona (Barcelonès),RFSACE.4049,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=45&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Montesa,1963-11-17
27,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/46,Barcelona (Barcelonès),RFSACE.7968,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=46&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà Zona Franca al Prat,1966-03-09
28,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/47,Esparreguera (Baix Llobregat),RFSACE.4146,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=47&action=2&DMSCALE=40&DMWIDTH=1491&DMHEIGHT=1461,Panoràmica-Montserrat-Esparraguera Z. S,1963-12-08
29,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/48,Segur de Calafell (Baix Penedès),RFSACE.2384,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=48&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Segur: Urbanització,1962-12-18
30,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/49,Barcelona (Barcelonès),RFSACE.1202,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=49&action=2&DMSCALE=39&DMWIDTH=1349&DMHEIGHT=1506,Tibidabo,1962-07-15
31,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/50,Gavà (Baix Llobregat),RFSACE.5125,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=50&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1964-08-23
32,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/51,Barcelona (Barcelonès),RFSACE.1032,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=51&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Henry Colomer,1962-07-08
33,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/52,Sant Joan Despí (Baix Llobregat),RFSACE.7689,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=52&action=2&DMSCALE=39&DMWIDTH=1489&DMHEIGHT=1513,Panoràmica,1966-02-05
34,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/53,Barcelona (Barcelonès),RFSACE.4897,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=53&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Polígon Besòs PMV.,1964-06-07
35,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/54,Begur (Baix Empordà),RFSACE.3868,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=54&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Fotoplà (Ajuntament),1963-10-16
36,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/55,Sant Just Desvern (Baix Llobregat),RFSACE.6981,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=55&action=2&DMSCALE=39&DMWIDTH=1314&DMHEIGHT=1513,Dalna,1965-09-07
37,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/56,Sant Adrià de Besòs (Barcelonès),RFSACE.2044,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=56&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,[sense anotacions],1962-10-04
38,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/57,Barcelona (Barcelonès),RFSACE.79,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=57&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Exposició,1960-1985
39,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/58,Sant Cugat del Vallès (Vallès Occidental),RFSACE.6038,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=58&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fàbrica. Loc.,1965-01-03
40,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/59,Barcelona (Barcelonès),RFSACE.5224,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=59&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1513,Fotoplà Port (Caravel.les),1964-08-26
41,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/60,Banyoles (Pla de l'Estany),RFSACE.1698,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=60&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Habitatges Ecisa,1962-08-01
42,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/61,el Papiol (Baix Llobregat),RFSACE.4172,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=61&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Bóvila ceràmiques de Papiol,1964-02-01
43,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/62,Reus (Baix Camp),RFSACE.7302,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=62&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Proteínas y Grasas,1965-10-31
44,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/63,Sant Feliu de Llobregat (Baix Llobregat),RFSACE.7093,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=63&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Luwa Española,1965-10-01
45,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/64,Barcelona (Barcelonès),RFSACE.746,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=64&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Vilagrau-zona Pi Molist,1962-04-29
46,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/65,Palafrugell (Baix Empordà),RFSACE.2752,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=65&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,V. Far Sant Sebastià,1963-05-02
47,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/66,Pals (Baix Empordà),RFSACE.7427,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=66&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Platja: Fotoplà,1965-11-01
48,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/67,l'Estartit (Baix Empordà),RFSACE.1477,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=67&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,De l'Estartit a l'Escala,1962-07-25
49,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/68,Sant Quirze Safaja (Vallès Oriental),RFSACE.6745,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=68&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Safaja,1965-07-07
50,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/69,Castelldefels (Baix Llobregat),RFSACE.179,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=69&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,"Castelldefels, Panoràmica",1961-01-08
51,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/70,Aiguafreda (Vallès Oriental),RFSACE.7028,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=70&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Vertical,1965-09-07
52,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/71,Barcelona (Barcelonès),RFSACE.715,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=71&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,C.I.B.A.,1962-01-23
53,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/72,Sabadell (Vallès Occidental),RFSACE.4027,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=72&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Panoràmica Cerdanyola,1963-11-17
54,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/73,Vic (Osona),RFSACE.976,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=73&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Panoràmica,1962-06-17
55,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/74,Martorell (Baix Llobregat),RFSACE.4928,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=74&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Glucosa y Derivados,1964-07-01
56,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/75,Barcelona (Barcelonès),RFSACE.2780,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=75&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,edifici,1963-05-02
57,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/76,Martorell (Baix Llobregat),RFSACE.2190,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=76&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Barri de Can Carreres. Polígon industrial la Torre.,1962-11-15
58,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/77,Tarragona (Tarragonès),RFSACE.5517,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=77&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Granja avícola Boronat,1964-09-19
59,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/78,l'Hospitalet de Llobregat (Baix Llobregat),RFSACE.6611,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=78&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà,1965-06-25
60,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/79,Tarragona (Tarragonès),RFSACE.7349,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=79&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà,1965-10-31
61,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/80,Platja d'Aro (Baix Empordà),RFSACE.300,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=80&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Comtat Sant Jordi: Terrenys,1961-01-29
62,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/81,Barcelona (Barcelonès),RFSACE.914,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=81&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Puerto vista Sur,1962-06-06
63,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/82,Barcelona (Barcelonès),RFSACE.6306,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=82&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Ribas i Pradell (Besòs),1965-04-22
64,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/83,Barcelona (Barcelonès),RFSACE.1327,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=83&action=2&DMSCALE=39&DMWIDTH=1328&DMHEIGHT=1506,Zona Franca: Commet,1962-07-19
65,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/84,Santa Margarida i els Monjos (Alt Penedès),RFSACE.3118,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=84&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,"Els Monjos: Pedrera cementos Freixa, vertical",1963-05-15
66,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/85,Sabadell (Vallès Occidental),RFSACE.3183,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=85&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Fotoplà,1963-06-01
67,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/86,Montcada i Reixac (Vallès Occidental),RFSACE.3655,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=86&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1506,Pedrera Asland,1960-02-29
68,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/87,Barcelona (Barcelonès),RFSACE.743,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=87&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Fincas Saladrigas,1962-01-23
69,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/88,Terrassa (Vallès Occidental),RFSACE.3461,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=88&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Fotoplà,1963-06-18
70,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/89,Terrassa (Vallès Occidental),RFSACE.3338,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=89&action=2&DMSCALE=39&DMWIDTH=1491&DMHEIGHT=1506,Fotoplà,1963-06-03
71,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/90,Barberà del Vallès (Vallès Occidental),RFSACE.3667,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=90&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1506,Fàbrica Poligras,1960-02-29
72,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/91,Caldes de Montbuí (Vallès Oriental),RFSACE.6117,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=91&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Tiana S.A.,1965-02-12
73,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/92,Barcelona (Barcelonès),RFSACE.3810,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=92&action=2&DMSCALE=39&DMWIDTH=1491&DMHEIGHT=1506,Polígon  Mombau PMV,1963-10-04
74,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/93,Sabadell (Vallès Occidental),RFSACE.2554,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=93&action=2&DMSCALE=40&DMWIDTH=1483&DMHEIGHT=1483,Madurell - Bóvila,1963-03-19
75,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/94,Els Hostalets de Balenyà (Osona),RFSACE.6647,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=94&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Els Hostalets de Balenyà: Boga S.A.,1965-06-13
76,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/95,Castelldefels (Baix Llobregat),RFSACE.325,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=95&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Panoràmica,1961-02-10
77,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/96,Tarragona (Tarragonès),RFSACE.1636,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=96&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Ábaco,1962-07-25
78,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/97,Sant Andreu de la Barca (Baix Llobregat),RFSACE.1506,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=97&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Panoràmica,1962-07-25
79,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/98,Arenys de Mar (Maresme),RFSACE.5330,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=98&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1964-09-05
80,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/99,l'Hospitalet de Llobregat (Baix Llobregat),RFSACE.1932,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=99&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Cabañol Cavi,1962-09-01
81,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/100,Barcelona (Barcelonès),RFSACE.106,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=100&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Canòdrom Loreto,1960-1985
82,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/101,Pineda de Mar (Maresme),RFSACE.2725,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=101&action=2&DMSCALE=39&DMWIDTH=1319&DMHEIGHT=1506,Far Sant Sebastià,1963-04-15
83,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/102,Cornellà de Llobregat (Baix Llobregat),RFSACE.1553,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=102&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Fab. Sedó,1962-07-25
84,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/103,Blanes (Selva),RFSACE.7383,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=103&action=2&DMSCALE=39&DMWIDTH=1328&DMHEIGHT=1513,Fotoplà,1965-11-01
85,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/104,Viladecans (Baix Llobregat),RFSACE.7953,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=104&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà,1966-03-09
