,<built-in function id>,areageo,identi,imageLink,title,year
8829,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8847,Sant Cugat del Vallès (Vallès Occidental),RFSACE.10845,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8847&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Granja Avicola Gomic,1969-05-06
8830,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8848,Sant Martí de Llèmena (Gironès),RFSACE.9657,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8848&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1513,[sense anotacions],1967-10-26
8831,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8849,Lloret de Mar (Selva),RFSACE.13512,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8849&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Mont Lloret,1975-10-02
8832,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8850,Vespella de Gaià (Tarrragonès),RFSACE.13265,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8850&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Terreny,1974-08-14
8833,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8851,Barcelona (Barcelonès),RFSACE.11378,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8851&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Zona Franca: Productes electrolítics,1970-04-23
8834,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8852,Barcelona (Barcelonès),RFSACE.12949,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8852&action=2&DMSCALE=39&DMWIDTH=1491&DMHEIGHT=1513,E.  1/1000,1974-01-11
8835,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8853,Castellbisbal (Vallès Oriental),RFSACE.12031,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8853&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Ricard España,1971-07-27
8836,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8854,Barcelona (Barcelonès),RFSACE.13536,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8854&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,J.O.P. (V),1975-10-02
8837,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8855,Sitges (Garraf),RFSACE.8291,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8855&action=2&DMSCALE=39&DMWIDTH=1500&DMHEIGHT=1513,Mas de Mosen Alba,1966-09-08
8838,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8856,Barberà del Vallès (Vallès Occidental),RFSACE.15001,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8856&action=2&DMSCALE=39&DMWIDTH=1491&DMHEIGHT=1513,Trenzas y Cables de Acero,1966-05-26
8839,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8857,Sant Feliu de Llobregat (Baix Llobregat),RFSACE.13437,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8857&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Sanson,1975-04-14
8840,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8858,Caldes de Montbuí (Vallès Oriental),RFSACE.12079,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8858&action=2&DMSCALE=39&DMWIDTH=1459&DMHEIGHT=1505,Mobles Sandoval,1971-10-01
8841,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8859,Gualba (Vallès Oriental),RFSACE.11506,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8859&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,"Urbanització """"Royal Park"""" 1-2",1970-08-18
8842,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8860,Barcelona (Barcelonès),RFSACE.11630,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8860&action=2&DMSCALE=40&DMWIDTH=1475&DMHEIGHT=1495,J.O.P. Port,1970-10-21
8843,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8861,Barcelona (Barcelonès),RFSACE.9084,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8861&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Zenith,1967-07-25
8844,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8862,Tarragona (Tarragonès),RFSACE.11110,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8862&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,U. Azufrera,1969-10-30
8845,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8863,Martorell (Baix Llobregat),RFSACE.14844,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8863&action=2&DMSCALE=39&DMWIDTH=1491&DMHEIGHT=1513,Glucosa y Derivados,1965-05-04
8846,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8864,l'Hospitalet de Llobregat (Baix Llobregat),RFSACE.10547,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8864&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Vertical,1968-10-01
8847,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8865,Malla (Osona),RFSACE.10535,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8865&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Mobles Malla,1968-10-01
8848,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8866,Barcelona (Barcelonès),RFSACE.13663,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8866&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Pan - J.O.P. - G. A B,1976-02-16
8849,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8867,Valls (Alt Camp),RFSACE.10123,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8867&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1513,[sense anotacions],1968-01-24
8850,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8868,Arenys de Munt (Maresme),RFSACE.10650,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8868&action=2&DMSCALE=39&DMWIDTH=1342&DMHEIGHT=1513,Construcciones Rovira,1968-11-05
8851,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8869,Tarragona (Tarragonès),RFSACE.15180,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8869&action=2&DMSCALE=39&DMWIDTH=1491&DMHEIGHT=1513,Fergunson (I.O.A.),1969-04-17
8852,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8870,la Llagosta (Vallès Oriental),RFSACE.14896,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8870&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Maher,1966-04-26
8853,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8871,Balaguer (Noguera),RFSACE.13712,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8871&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Aeroport  - Pellegero,1976-05-12
8854,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8872,Mollet del Vallès (Vallès Oriental),RFSACE.9509,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8872&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,"Mollet-Barcelona: A.D.E.C.A."" A-6",1967-10-06
8855,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8873,Sabadell (Vallès Occidental),RFSACE.14238,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8873&action=2&DMSCALE=39&DMWIDTH=1491&DMHEIGHT=1513,aeròdrom autopistes,1981-04-28
8856,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8874,l'Escala (Alt Empordà),RFSACE.10367,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8874&action=2&DMSCALE=39&DMWIDTH=1499&DMHEIGHT=1513,"ORSA, S.A. Edificis",1968-06-06
8857,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8875,Solsona (Solsonès),RFSACE.9761,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8875&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Conf. Hidro.-Pirineo Oriental (Pantà de St. Pons),1967-11-03
8858,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8876,Barcelona (Barcelonès),RFSACE.14165,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8876&action=2&DMSCALE=39&DMWIDTH=1340&DMHEIGHT=1513,J.O.P. vertical,1980-04-04
8859,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8877,Mollet del Vallès (Vallès Oriental),RFSACE.9508,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8877&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,"Mollet-Barcelona: A.D.E.C.A."" A-5",1967-10-06
8860,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8878,Parets del Vallès (Vallès Oriental),RFSACE.9114,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8878&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Cervezas Barcelona - Moritz,1967-07-26
8861,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8879,Capafonts (Baix Camp),RFSACE.12531,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8879&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,[sense anotacions],1972-05-29
8862,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8880,Caldes de Malavella (Selva),RFSACE.8085,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8880&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà,1966-06-02
8863,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8881,Sitges (Garraf),RFSACE.13815,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8881&action=2&DMSCALE=39&DMWIDTH=1491&DMHEIGHT=1513,Pan Garraf,1976-07-18
8864,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8882,Barcelona (Barcelonès),RFSACE.8177,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8882&action=2&DMSCALE=39&DMWIDTH=1340&DMHEIGHT=1513,(Barceloneta) Patronat Municipal de l'Habitatge,1966-08-11
8865,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8883,Organyà (Alt Urgell),RFSACE.8614,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8883&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmiques,1966-12-14
8866,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8884,Manresa (Bages),RFSACE.11895,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8884&action=2&DMSCALE=40&DMWIDTH=1498&DMHEIGHT=1373,Camp d'aviació,1971-02-24
8867,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8885,Lloret de Mar (Selva),RFSACE.14723,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8885&action=2&DMSCALE=39&DMWIDTH=1491&DMHEIGHT=1513,Cala Canyelles,1964-07-02
8868,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8886,Barcelona (Barcelonès),RFSACE.8840,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8886&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,I.C.S.A.S.A. Meridiana,1967-02-03
8869,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8887,Lliçà de Vall (Vallès Oriental),RFSACE.9990,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8887&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Ceramicas Electró Industriales,1968-01-17
8870,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8888,Rubí (Vallès Occidental),RFSACE.9415,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8888&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Rubí-Mollet: Fotoplà 2ª jefatura de ferrocarriles R-16,1967-09-20
8871,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8889,Tarragona (Tarragonès),RFSACE.9290,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8889&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Oxigenos Abelló,1967-08-29
8872,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8890,Salou (Tarragonès),RFSACE.14956,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8890&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Panoràmica,1966-05-26
8873,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8891,Platja d'Aro (Baix Empordà),RFSACE.15591,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8891&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Platja d'Aro: Comisaria Aguas,1970-10-26
8874,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8892,Vespella de Gaià (Tarrragonès),RFSACE.13281,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8892&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Terreny,1974-08-14
8875,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8893,Sarrià de Ter (Gironès),RFSACE.10956,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8893&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Papelera Torras,1969-09-18
8876,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8894,Sabadell (Vallès Occidental),RFSACE.10466,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8894&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Escola 2ª,1968-08-01
8877,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8895,Parets del Vallès (Vallès Oriental),RFSACE.15771,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8895&action=2&DMSCALE=39&DMWIDTH=1491&DMHEIGHT=1513,Bediberia,1972-04-11
8878,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8896,Sabadell (Vallès Occidental),RFSACE.8110,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8896&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,"Comadran, S.A.",1966-06-17
8879,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8897,Barcelona (Barcelonès),RFSACE.13551,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8897&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Pan J.O.P.,1975-09-19
8880,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8898,Barcelona (Barcelonès),RFSACE.12746,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8898&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,J.O.P. V. Port 1-5,1973-02-07
8881,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8899,Lloret de Mar (Selva),RFSACE.10377,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8899&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Mario Catalan edif.,1968-06-07
8882,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8900,el Pont d'Armentera (Alt Camp),RFSACE.12906,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8900&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Terreny Urbanització,1973-11-25
8883,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8901,Tarragona (Tarragonès),RFSACE.15186,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8901&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,"Dowguinesa, S.A",1969-04-17
8884,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8902,Torrelles de Llobregat (Baix Llobregat),RFSACE.8708,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8902&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Finca,1967-01-13
8885,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8903,Viladecans (Baix Llobregat),RFSACE.9548,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8903&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Tecnimecanica Norma,1967-10-17
8886,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8904,la Garriga (Vallès Oriental),RFSACE.10519,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8904&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Consorci del Moble,1968-09-16
8887,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8905,Calella (Maresme),RFSACE.14648,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8905&action=2&DMSCALE=40&DMWIDTH=1483&DMHEIGHT=1482,Panoràmica,1963-10-16
8888,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8906,Barcelona (Barcelonès),RFSACE.13572,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8906&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,vertical. - port - Badalona,1975-12-25
8889,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8907,Sant Just Desvern (Baix Llobregat),RFSACE.12480,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8907&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,[sense anotacions],1972-05-08
8890,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8908,Vallbona d'Anoia (Anoia),RFSACE.8999,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8908&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Lavis S.A.,1967-04-22
8891,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8909,Manresa (Bages),RFSACE.15620,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8909&action=2&DMSCALE=40&DMWIDTH=1475&DMHEIGHT=1498,"Urbanització "" Pineda de Bages""""",1970-11-22
8892,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8910,Salou (Tarragonès),RFSACE.15373,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8910&action=2&DMSCALE=39&DMWIDTH=1491&DMHEIGHT=1513,Covamar,1969-10-30
8893,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8911,Barcelona (Barcelonès),RFSACE.13430,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8911&action=2&DMSCALE=39&DMWIDTH=1491&DMHEIGHT=1513,Club de Polo,1975-04-14
8894,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8912,Molins de Rei (Baix Llobregat),RFSACE.13673,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8912&action=2&DMSCALE=39&DMWIDTH=1491&DMHEIGHT=1513,Comella Pons,1976-04-30
8895,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8913,Barcelona (Barcelonès),RFSACE.9221,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8913&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1513,Ribas i Pradell,1967-08-10
8896,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8914,Cornellà de Llobregat (Baix Llobregat),RFSACE.12369,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8914&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,"Ajuntament  Esplugas "" 2-4",1972-04-07
8897,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8915,Riudoms (Baix Camp),RFSACE.15876,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8915&action=2&DMSCALE=39&DMWIDTH=1305&DMHEIGHT=1505,Panoràmicas,1972-05-26
8898,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8916,El Prat de Llobregat (Baix Llobregat),RFSACE.9800,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8916&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Productes Elèctrics,1967-11-10
8899,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8917,Vilanova i la Geltrú (Garraf),RFSACE.9162,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8917&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Cementos Griffi,1967-07-26
8900,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8918,Barcelona (Barcelonès),RFSACE.8839,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8918&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,I.C.S.A.S.A. Meridiana,1967-02-03
8901,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8919,Sitges (Garraf),RFSACE.8302,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8919&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica - Mas de Mosen Alba,1966-10-19
8902,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8920,Tortosa (Baix Ebre),RFSACE.9329,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8920&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fàbrica. Agrupació  Comercial,1967-09-15
8903,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8921,Rubí (Vallès Occidental),RFSACE.8024,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8921&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Industrias Vicente Campo,1966-04-16
8904,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8922,Barcelona (Barcelonès),RFSACE.11765,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8922&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Productos Inter Madera c/ Guipuzcoa,1971-02-04
8905,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8923,Sant Cugat del Vallès (Vallès Occidental),RFSACE.11658,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8923&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Granja Gemic,1970-10-21
8906,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8924,Ripoll (Ripollès),RFSACE.10571,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8924&action=2&DMSCALE=39&DMWIDTH=1482&DMHEIGHT=1513,La Parròquia de Ripoll: Ajuntament   2-6,1968-11-26
8907,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8925,Terrassa (Vallès Occidental),RFSACE.12100,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8925&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Urbanització,1971-10-02
8908,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8926,Sabadell (Vallès Occidental),RFSACE.12470,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8926&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,J.D. Casanovas,1972-05-08
8909,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8927,Sant Pere de Vilamajor (Vallès Oriental),RFSACE.8949,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8927&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,[sense anotacions],1967-04-11
8910,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8928,Martorell (Baix Llobregat),RFSACE.12322,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8928&action=2&DMSCALE=39&DMWIDTH=1343&DMHEIGHT=1513,Ajuntament,1972-02-10
8911,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8929,Badalona (Barcelonès),RFSACE.15634,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8929&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1513,Fàbrica Phier,1971-06-01
8912,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/8930,Parets del Vallès (Vallès Oriental),RFSACE.9115,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=8930&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Cervezas Barcelona - Moritz,1967-07-26
