,<built-in function id>,imageLink,title,year
2488,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1313,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1313&action=2&DMSCALE=5&DMWIDTH=8382&DMHEIGHT=5898,La Murtra,1967
2489,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1205,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1205&action=2&DMSCALE=5&DMWIDTH=8428&DMHEIGHT=5964,La Mussarra,1967-1980
2490,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/973,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=973&action=2&DMSCALE=5&DMWIDTH=8433&DMHEIGHT=5919,La Nou de Berguedà,[1967]
2491,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1166,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1166&action=2&DMSCALE=5&DMWIDTH=8433&DMHEIGHT=5868,La Palma,1977
2492,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/495,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=495&action=2&DMSCALE=5&DMWIDTH=8352&DMHEIGHT=5914,La Panadella,1967
2493,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1266,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1266&action=2&DMSCALE=5&DMWIDTH=8398&DMHEIGHT=5914,La Pedra Dreta,1967
2494,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1249,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1249&action=2&DMSCALE=5&DMWIDTH=8398&DMHEIGHT=5919,La Pineda,1967
2495,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/555,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=555&action=2&DMSCALE=5&DMWIDTH=8382&DMHEIGHT=5919,La Pineda,1967-1977
2496,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1377,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1377&action=2&DMSCALE=5&DMWIDTH=8388&DMHEIGHT=5919,La Pinosa,1967
2497,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/513,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=513&action=2&DMSCALE=5&DMWIDTH=8388&DMHEIGHT=5919,La Plana de Ferran,1967
2498,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1102,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1102&action=2&DMSCALE=5&DMWIDTH=8428&DMHEIGHT=5944,La Pleta,1978
2499,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1103,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1103&action=2&DMSCALE=5&DMWIDTH=8398&DMHEIGHT=5944,La Pleta,1967
2500,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/684,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=684&action=2&DMSCALE=5&DMWIDTH=8388&DMHEIGHT=5919,La Pobla de Claramunt,1978
2501,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/685,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=685&action=2&DMSCALE=5&DMWIDTH=8413&DMHEIGHT=5934,La Pobla de Claramunt,1967
2502,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1822,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1822&action=2&DMSCALE=5&DMWIDTH=8352&DMHEIGHT=5980,La Pobla de Claramunt -,1967
2503,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/2052,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=2052&action=2&DMSCALE=5&DMWIDTH=8403&DMHEIGHT=5944,La Pobla de Claramunt -,1967
2504,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1113,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1113&action=2&DMSCALE=5&DMWIDTH=8388&DMHEIGHT=5934,La Pobla de Lillet,1980
2505,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1114,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1114&action=2&DMSCALE=5&DMWIDTH=8388&DMHEIGHT=5934,La Pobla de Lillet,1967
2506,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1871,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1871&action=2&DMSCALE=5&DMWIDTH=8403&DMHEIGHT=5929,La Pobla de Lillet,1967
2507,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/2094,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=2094&action=2&DMSCALE=5&DMWIDTH=8398&DMHEIGHT=5929,La Pobla de Lillet,1967
2508,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1123,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1123&action=2&DMSCALE=5&DMWIDTH=8398&DMHEIGHT=5898,La Portella,1978
2509,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1124,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1124&action=2&DMSCALE=5&DMWIDTH=8398&DMHEIGHT=5898,La Portella,1967
2510,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1875,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1875&action=2&DMSCALE=5&DMWIDTH=8403&DMHEIGHT=5949,La Portella,[1967]
2511,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/2097,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=2097&action=2&DMSCALE=5&DMWIDTH=8382&DMHEIGHT=5969,La Portella,[1967]
2512,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/873,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=873&action=2&DMSCALE=5&DMWIDTH=8398&DMHEIGHT=5949,La Prua,1980
2513,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/874,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=874&action=2&DMSCALE=5&DMWIDTH=8388&DMHEIGHT=5949,La Prua,1967
2514,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1015,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1015&action=2&DMSCALE=5&DMWIDTH=8433&DMHEIGHT=5929,La Puda,1977
2515,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1016,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1016&action=2&DMSCALE=5&DMWIDTH=8433&DMHEIGHT=5903,La Puda,1980
2516,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/933,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=933&action=2&DMSCALE=5&DMWIDTH=8367&DMHEIGHT=5914,La Quadra de Vilamarics,1967
2517,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1122,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1122&action=2&DMSCALE=5&DMWIDTH=8398&DMHEIGHT=5898,La Quar,1967
2518,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1421,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1421&action=2&DMSCALE=5&DMWIDTH=8362&DMHEIGHT=5898,La Quintaneta,1967
2519,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/700,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=700&action=2&DMSCALE=5&DMWIDTH=8403&DMHEIGHT=5934,La Ràpita,1977
2520,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/743,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=743&action=2&DMSCALE=5&DMWIDTH=8382&DMHEIGHT=5944,La Rata,1967
2521,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1120,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1120&action=2&DMSCALE=5&DMWIDTH=8398&DMHEIGHT=5959,La Ribera,1967-1979
2522,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1264,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1264&action=2&DMSCALE=5&DMWIDTH=8382&DMHEIGHT=5919,La Roca d'en Bosc,1967
2523,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1618,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1618&action=2&DMSCALE=5&DMWIDTH=8382&DMHEIGHT=5964,La Roca del Vallès,1977
2524,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/2542,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=2542&action=2&DMSCALE=5&DMWIDTH=8428&DMHEIGHT=5919,La Romeguera,1966
2525,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/671,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=671&action=2&DMSCALE=5&DMWIDTH=8398&DMHEIGHT=5934,La Rovira de Coaner,1967
2526,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/911,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=911&action=2&DMSCALE=5&DMWIDTH=8391&DMHEIGHT=5903,La Rovira de la Bassa,1967
2527,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1273,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1273&action=2&DMSCALE=5&DMWIDTH=8403&DMHEIGHT=5898,La Rovirola,1967
2528,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1900,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1900&action=2&DMSCALE=5&DMWIDTH=8388&DMHEIGHT=5964,La Rovirola,1967
2529,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/2119,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=2119&action=2&DMSCALE=5&DMWIDTH=8413&DMHEIGHT=5944,La Rovirola,1967
2530,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/558,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=558&action=2&DMSCALE=5&DMWIDTH=8367&DMHEIGHT=5919,La Sansada Vella,1976-1978
2531,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/659,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=659&action=2&DMSCALE=5&DMWIDTH=8388&DMHEIGHT=5893,La Selva,1967
2532,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/917,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=917&action=2&DMSCALE=5&DMWIDTH=8388&DMHEIGHT=5919,La Seuva,1967-1980
2533,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1250,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1250&action=2&DMSCALE=5&DMWIDTH=8443&DMHEIGHT=5903,La Soleia,1980
2534,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1251,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1251&action=2&DMSCALE=5&DMWIDTH=8398&DMHEIGHT=5929,La Soleia,1967
2535,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1269,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1269&action=2&DMSCALE=5&DMWIDTH=8382&DMHEIGHT=5903,La Torre d'Oristà,[1967]
2536,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1898,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1898&action=2&DMSCALE=5&DMWIDTH=8388&DMHEIGHT=5949,La Torre d'Oristà,1967
2537,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/2117,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=2117&action=2&DMSCALE=5&DMWIDTH=8413&DMHEIGHT=5944,La Torre d'Oristà,1967
2538,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/535,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=535&action=2&DMSCALE=5&DMWIDTH=8403&DMHEIGHT=5944,La Torrebusqueta,1980
2539,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/2624,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=2624&action=2&DMSCALE=3&DMWIDTH=12713&DMHEIGHT=8375,La Torreta,1980
2540,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/582,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=582&action=2&DMSCALE=5&DMWIDTH=8377&DMHEIGHT=5959,La Torreta,1967-1978
2541,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/589,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=589&action=2&DMSCALE=5&DMWIDTH=8403&DMHEIGHT=5959,La Tossa de Montbui,1967-1977
2542,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1810,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1810&action=2&DMSCALE=5&DMWIDTH=8413&DMHEIGHT=5929,La Vall d'Ora,1967
2543,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/2039,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=2039&action=2&DMSCALE=5&DMWIDTH=8377&DMHEIGHT=5898,La Vall d'Ora,1967
2544,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1630,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1630&action=2&DMSCALE=5&DMWIDTH=8382&DMHEIGHT=5934,La Verneda de Sant Feliu,[1967]
2545,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1390,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1390&action=2&DMSCALE=5&DMWIDTH=8388&DMHEIGHT=5914,La Vila,1977
2546,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1323,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1323&action=2&DMSCALE=5&DMWIDTH=8403&DMHEIGHT=5949,La Villa d'Alpens,1967
2547,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1324,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1324&action=2&DMSCALE=5&DMWIDTH=8403&DMHEIGHT=5949,La Villa d'Alpens,1978
2548,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1625,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1625&action=2&DMSCALE=5&DMWIDTH=8388&DMHEIGHT=5944,La Vola,1967-1978
2549,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1952,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1952&action=2&DMSCALE=5&DMWIDTH=8418&DMHEIGHT=5949,La Vola,1967
2550,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/2163,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=2163&action=2&DMSCALE=5&DMWIDTH=8388&DMHEIGHT=5934,La Vola,1967
2551,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/863,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=863&action=2&DMSCALE=5&DMWIDTH=8398&DMHEIGHT=5934,Les Agulles,1967
2552,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1288,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1288&action=2&DMSCALE=5&DMWIDTH=8403&DMHEIGHT=5929,Les Arenes,1977
2553,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/546,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=546&action=2&DMSCALE=5&DMWIDTH=8377&DMHEIGHT=5903,Les Basses,1967
2554,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/754,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=754&action=2&DMSCALE=5&DMWIDTH=8398&DMHEIGHT=5919,Les Cabanyes,1978
2555,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/879,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=879&action=2&DMSCALE=5&DMWIDTH=8443&DMHEIGHT=5929,Les Cabòries,1978
2556,http://cartotecadigital.icc.cat/cdm/ref/collection/bcnprov/id/1046,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=bcnprov&CISOPTR=1046&action=2&DMSCALE=5&DMWIDTH=8433&DMHEIGHT=5964,Les Canals de Sant Miquel,1978
2557,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/559,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=559&action=2&DMSCALE=8&DMWIDTH=5649&DMHEIGHT=4224,"“Isla de Cuba, con arreglo a la nueva división territorial” “Antillas españolas”",1850
2558,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/560,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=560&action=2&DMSCALE=10&DMWIDTH=4752&DMHEIGHT=3801,“Plan of Baltimore”,1860
2559,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/821,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=821&action=2&DMSCALE=5&DMWIDTH=9873&DMHEIGHT=4472,[A chart of South America],1780
2560,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/846,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=846&action=2&DMSCALE=5&DMWIDTH=9561&DMHEIGHT=6460,[Buenos Aires]: Plano centenario de la capital federal,1920
2561,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/664,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=664&action=2&DMSCALE=8&DMWIDTH=6216&DMHEIGHT=5376,[Con sud d'America del sud / Ioanne Baptista Nicolosio 1660],1660
2562,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/965,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=965&action=2&DMSCALE=6&DMWIDTH=7506&DMHEIGHT=5191,[La Paz],1977
2563,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/837,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=837&action=2&DMSCALE=12&DMWIDTH=3240&DMHEIGHT=4110,[Perú: principales migraciones o influencias],1950
2564,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/430,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=430&action=2&DMSCALE=8&DMWIDTH=5742&DMHEIGHT=4623,[Plano de la costa desde Torre Belerma hasta la de las Sentinas],1700
2565,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/977,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=977&action=2&DMSCALE=3&DMWIDTH=13376&DMHEIGHT=10843,"[Reduccion de la parte N de: Carta esférica de las provincias septentrionales del Río de la Plata, desde la capital Buenos Ayres hasta el Paraguay y costa del mar Océano correspondiente...]",1872
2566,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/971,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=971&action=2&DMSCALE=3&DMWIDTH=12866&DMHEIGHT=10455,[Soedinennie xtati Ameriki][=Estats Units d'Amèrica],1955
2567,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/600,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=600&action=2&DMSCALE=12&DMWIDTH=3276&DMHEIGHT=4104,"A chart of the gulf de la Santissima Trinidad, with the channels adjoining to the South / delineated from the Journal of Pedro Sarmiento",1803
2568,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/648,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=648&action=2&DMSCALE=5&DMWIDTH=9096&DMHEIGHT=6868,A chart of the straits of Magaellan,1769
2569,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/486,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=486&action=2&DMSCALE=10&DMWIDTH=4596&DMHEIGHT=4455,A map of South America according to the best authorities,1785
2570,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/726,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=726&action=2&DMSCALE=6&DMWIDTH=7485&DMHEIGHT=6540,"A map of South America containing Tierra-Firma, Guayana, New Granada, Amazonia, Brasil, Peru, Paraguay, Chaco, Tucuman, Chili and Patagonia / from Mr. D'Anville with several improvements and additions and the newest discoveries",1794
2571,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/813,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=813&action=2&DMSCALE=7&DMWIDTH=6449&DMHEIGHT=4089,A map of the West-Indies or de Islands of America in North Sea,1720
2572,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/680,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=680&action=2&DMSCALE=9&DMWIDTH=5370&DMHEIGHT=4430,A new & accurate map of Brasil divided into its captainships / drawn from the most approved modern maps & charts and regulated by astronomical observations by Eman. Bowen,1762?
2573,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/510,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=510&action=2&DMSCALE=7&DMWIDTH=6282&DMHEIGHT=5121,"A new and accurate map of Paraguay, Rio de la Plata, Tucumania, Guaria, &c. / laid down from the latest improvements... by Eman. Bowen",1763
2574,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/861,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=861&action=2&DMSCALE=3&DMWIDTH=14476&DMHEIGHT=9963,Aeronautical planning chart: Argentina (AP-32),1950
2575,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/927,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=927&action=2&DMSCALE=3&DMWIDTH=14382&DMHEIGHT=9894,Aeronautical planning chart: Brazil (AP-25),1954
2576,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/466,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=466&action=2&DMSCALE=13&DMWIDTH=2751&DMHEIGHT=3657,America,1890
2577,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/538,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=538&action=2&DMSCALE=13&DMWIDTH=2892&DMHEIGHT=3657,"America 1841 / nach Arrowsmith, Brué und Lapie, mit Benutzung der neuesten-Vermessungen ; Joh. David sculp.",1870
2578,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/991,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=991&action=2&DMSCALE=5&DMWIDTH=8715&DMHEIGHT=9927,"América : mapa impreso y editado por Imprenta Elezeviriana y Librería Cami, S.A.",1940
2579,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/995,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=995&action=2&DMSCALE=4&DMWIDTH=10035&DMHEIGHT=12494,"América : mapas Paluzíe editados por Imprenta Elzeviriana y Librería Camí, S.A.",1930
2580,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/467,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=467&action=2&DMSCALE=14&DMWIDTH=3489&DMHEIGHT=2856,America central,1890
2581,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/962,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=962&action=2&DMSCALE=6&DMWIDTH=7667&DMHEIGHT=5550,America central (continental e insular),1940
2582,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/623,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=623&action=2&DMSCALE=11&DMWIDTH=4464&DMHEIGHT=3522,América central y las Antillas / grabado e impreso en colores por W. & A.K. Johnston (Edimburgo) ; publicado por Angel Estrada y Cia.,1870
2583,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/624,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=624&action=2&DMSCALE=6&DMWIDTH=7230&DMHEIGHT=5181,América del norte,1929
2584,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/966,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=966&action=2&DMSCALE=6&DMWIDTH=5472&DMHEIGHT=7565,America del Sur,1940
2585,http://cartotecadigital.icc.cat/cdm/ref/collection/america/id/421,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=america&CISOPTR=421&action=2&DMSCALE=12&DMWIDTH=4098&DMHEIGHT=3210,America meridional,1800
